english	translation	category	sub_category	source
A pouch full of coins taken from the pockets of a Fremennik.	フレムニック の ぽけっと から とられた こいん で いっぱい の ふくろ。	examine	item	Coin pouch
A pouch full of coins taken from the pockets of a bearded Pollnivnian bandit.	ひげ を はやした ポルニヴニアン ばんでぃっと の ぽけっと から とられた こいん で いっぱい の ふくろ。	examine	item	Coin pouch
A pouch full of coins taken from the pockets of a desert bandit.	さばく ばんでぃっと の ぽけっと から とられた こいん で いっぱい の ふくろ。	examine	item	Coin pouch
A pouch full of coins taken from the pockets of a knight.	ないと の ぽけっと から とられた こいん で いっぱい の ふくろ。	examine	item	Coin pouch
A pouch full of coins taken from the pockets of a Pollnivnian bandit.	ポルニヴニアン ばんでぃっと の ぽけっと から とられた こいん で いっぱい の ふくろ。	examine	item	Coin pouch
A pouch full of coins taken from the pockets of a watchman.	みはりにん の ぽけっと から とられた こいん で いっぱい の ふくろ。	examine	item	Coin pouch
A pouch full of coins taken from the pockets of a menaphite.	メナフェイト の ぽけっと から とられた こいん で いっぱい の ふくろ。	examine	item	Coin pouch
A pouch full of coins taken from the pockets of a paladin.	パラディン の ぽけっと から とられた こいん で いっぱい の ふくろ。	examine	item	Coin pouch
A pouch full of coins taken from the pockets of a gnome.	ノーム の ぽけっと から とられた こいん で いっぱい の ふくろ。	examine	item	Coin pouch
A pouch full of coins taken from the pockets of a hero.	えいゆう の ぽけっと から とられた こいん で いっぱい の ふくろ。	examine	item	Coin pouch
A pouch full of coins taken from the pockets of an elf.	エルフ の ぽけっと から とられた こいん で いっぱい の ふくろ。	examine	item	Coin pouch
Bleh!	ぶれ！	examine	item	Rotten strawberry
An ancient chainmace with a peculiar mechanism that allows for varying attack styles.	さまざま な こうげきてき なんていを ゆるす へんな きこう を つけた こだい の チェーンめいす。	examine	item	Viggora's chainmace (u)
This bow once belonged to a formidable follower of Armadyl.	このゆみ は さきに アルマディル の きょうい な したがいて に ぞくしていた。	examine	item	Craw's bow (u)
A mighty sceptre used in long forgotten battles.	なが い こと わすれられた たたかい で つかわれた ちからづよい しゃくしょく。	examine	item	Thammaron's sceptre (u)
A hauntingly beautiful amulet bearing the shape of a skull.	しゃれこうべ の かたち を した ゆうれい じみた うつくしい おまもり。	examine	item	Amulet of avarice
Don't alch him.	かれ を あるけみー しない で。	examine	item	Old man's coffin
Dosage calibrated for consumption by elderly people.	としとった ひとたち による しょうひ の ため に きょうせい が あった。	examine	item	Reduced cadava potion
Smells like it's been in a goat.	ヤギ のなか に あった みたい な においがする。	examine	item	Goat dung
Collected writings of the late Odd Mushroom.	ぎせい の スタンジ きのこ の あつめられた かきもの。	examine	item	Weiss fire notes
A red salt, that when burned with other salts provides various benefits.	ほかの えん と もして やくれた あかい えん。 さまざま な りえき を もたらす。	examine	item	Te salt
A blue salt, that when burned with other salts provides various benefits.	ほかの えん と もして やくれた あおい えん。 さまざま な りえき を もたらす。	examine	item	Efh salt
A green salt that, when burned with other salts provides various benefits.	ほかの えん と もして やくれた みどり えん。 さまざま な りえき を もたらす。	examine	item	Urt salt
The crushed rock seems to glow and is cold to the touch.	つぶした がん は ひかっているみたい で, さわると つめたい。	examine	item	Icy basalt
The crushed rock seems to glow and is warm to the touch.	つぶした がん は ひかっているみたい で, さわると あたたかい。	examine	item	Stony basalt
The crushed rock looks like it may react to other materials.	つぶした がん は ほかの ざいりょう に はんのう する かもしれない ように みえる。	examine	item	Basalt
Fire of Eternal Light	ふめつなひかりのひ	examine	item	Fire of eternal light
Fire of Dehumidification	じょしつのひ	examine	item	Fire of dehumidification
Fire of Nourishment	じようのひ	examine	item	Fire of nourishment
Fire of Unseasonal Warmth	きせつがいれのだんきのひ	examine	item	Fire of unseasonal warmth
A powerful spear.	つよい やり。	examine	item	Vesta's spear
A powerful longsword.	つよい ながいつるぎ。	examine	item	Vesta's longsword
A powerful chainbody.	つよい チェーン どう。	examine	item	Vesta's chainbody
A powerful plateskirt.	つよい てつ スカート。	examine	item	Vesta's plateskirt
A powerful warhammer.	つよい センソウ つぼね。	examine	item	Statius's warhammer
A powerful helmet.	つよい かぶと。	examine	item	Statius's full helm
A powerful platebody.	つよい てつ どう。	examine	item	Statius's platebody
A powerful pair of platelegs.	つよい てつ ズボン。	examine	item	Statius's platelegs
A vicious throwing axe.	あくらつな なげ おの。	examine	item	Morrigan's throwing axe
A vicious javelin.	あくらつな ぎ。	examine	item	Morrigan's javelin
A powerful coif.	つよい あみがうし。	examine	item	Morrigan's coif
A powerful leather body.	つよい かわ どう。	examine	item	Morrigan's leather body
A powerful pair of leather chaps.	つよい かわ パンツ。	examine	item	Morrigan's leather chaps
A powerful staff.	つよい すたっふ。	examine	item	Zuriel's staff
A powerful hood.	つよい ずきん。	examine	item	Zuriel's hood
A powerful robe top.	つよい ろーぶ うえぎ。	examine	item	Zuriel's robe top
A powerful robe bottom.	つよい ろーぶ したぎ。	examine	item	Zuriel's robe bottom
A pack containing 100 empty buckets.	からの バケツ 100 こ を ふくむ パック。	examine	item	Empty bucket pack
Good enough for mounting on a wall, but not something a Slayer Master would be interested in. I should get it stuffed!	かべ に とりつける のに じゅうぶん だが, スレイヤー マスター が きょうみ を もつ ようなもの では ない。 わたし は それを めもっす るべき だ！	examine	item	Kq head (tattered)
Good enough for mounting on a wall, but not something a Slayer Master would be interested in. I should mount this on my wall!	かべ に とりつける のに じゅうぶん だが, スレイヤー マスター が きょうみ を もつ ようなもの では ない。 わたし は これ を わたし の かべ に とりつけるべき だ！	examine	item	Stuffed kq head (tattered)
Gosh, you really seem to love clue scrolls.	あらら、あなた は ほんとうに ひんと すくろーる を あいしているみたい。	examine	item	Scroll sack
She's a keen spinner of webs.	かのじょ は うでまえ の くも だ。	examine	item	Eek
Boo!	ぶー！	examine	item	Clown mask
Hey, hey kids!	へい、へい、きみたち！	examine	item	Clown bow tie
Why so serious?	なぜ そんなに まじめ なの？	examine	item	Clown gown
Puffy, stripy and colourful! There's nothing grim about these.	ぷうぷう で， しまもよう で，とりどり！ これらについて ぞっとする ことは なにも ない。	examine	item	Clown trousers
Great for floating.	うかぶのに さいこう。	examine	item	Clown shoes
Marble portal nexus	だいりせきのポータル・ネクサス	examine	item	Marble portal nexus
Gilded portal nexus	おうごんのポータル・ネクサス	examine	item	Gilded portal nexus
Crystalline portal nexus	けっしょうのポータル・ネクサス	examine	item	Crystalline portal nexus
Mounted Xeric's talisman	ザリック の おまじない を とりつけた	examine	item	Mounted xeric's talisman
Mounted Digsite pendant	ほるばしょ ペンダント を とりつけた	examine	item	Mounted digsite pendant
Used to mount a Digsite pendant in your house.	あなた の いえ に ほるばしょ ペンダント を とりつけるのに つかった。	examine	item	Curator's medallion
A record of rewards and loot obtained all throughout Gielinor.	ギエリーノール じゅうにわたって えられた ほうしゅう と りくに の きろく。	examine	item	Collection log
Say hello to my little star.	わたし の ちいさい ほし に こんにちは と いえ。	examine	item	Star-face
Part of a tree costume.	き の いしょう の ぶぶん。	examine	item	Tree top
The bottom of a tree costume.	き の いしょう の ぞこ。	examine	item	Tree skirt
Minty and refreshing, but not very effective as a weapon.	ミントのような あじ で, さっぱりしているが, ぶき と して あまり こうりょく は ない。	examine	item	Candy cane
A one-handed dragon hasta.	てひとつ の ドラゴン はすた。	examine	item	Dragon hasta
A poison-tipped, one-handed dragon hasta.	どく のさき の， てひとつ の ドラゴン はすた。	examine	item	Dragon hasta(p)
A karambwan poison-tipped, one-handed dragon hasta.	カラムバン どく のさき の， てひとつ の ドラゴン はすた。	examine	item	Dragon hasta(kp)
A fake karambwan poison-tipped, one-handed dragon hasta. Can be converted into the real item.	いつわり カラムバン どく のさき の， てひとつ の ドラゴン はすた。 ほんもの あいてむ に かえることが できる。	examine	item	Fake dragon hasta(kp)
How does it not fall over?	どうして ころばない のか？	examine	item	Ikkle hydra
A pot of crushed wyrm bones.	つぶした わいるむ ほね のなべ。	examine	item	Wyrm bonemeal
A pot of crushed drake bones.	つぶした ドレーク ほね のなべ。	examine	item	Drake bonemeal
A pot of crushed hydra bones.	つぶした ハイドラ ほね のなべ。	examine	item	Hydra bonemeal
Very good for hitting things!	ものを たたくのに ひじょうに よい！	examine	item	Dinh's hammer
An old generator crank found within The Forsaken Tower.	こばれた とうこく で みつかった ふるい はつでん き ハンドル。	examine	item	Generator crank
An 8-gallon jug designed to hold coolant.	クーラント を もつために さられた 8 ギャロン の つぼ。	examine	item	8-gallon jug
A 5-gallon jug designed to hold coolant.	クーラント を もつために さられた 5 ギャロン の つぼ。	examine	item	5-gallon jug
A level 4 energy disk.	レベル 4 エネルギー ディスク。	examine	item	Energy disk (level 4)
A level 3 energy disk.	レベル 3 エネルギー ディスク。	examine	item	Energy disk (level 3)
A level 2 energy disk.	レベル 2 エネルギー ディスク。	examine	item	Energy disk (level 2)
A level 1 energy disk.	レベル 1 エネルギー ディスク。	examine	item	Energy disk (level 1)
An unidentified fluid. The vial has the number 1 labeled on it.	みしょく された りゅうたい。 びん の うえ に すうじ 1 が らべる されている。	examine	item	Unknown fluid 1
An unidentified fluid. The vial has the number 2 labeled on it.	みしょく された りゅうたい。 びん の うえ に すうじ 2 が らべる されている。	examine	item	Unknown fluid 2
An unidentified fluid. The vial has the number 3 labeled on it.	みしょく された りゅうたい。 びん の うえ に すうじ 3 が らべる されている。	examine	item	Unknown fluid 3
An unidentified fluid. The vial has the number 4 labeled on it.	みしょく された りゅうたい。 びん の うえ に すうじ 4 が らべる されている。	examine	item	Unknown fluid 4
An unidentified fluid. The vial has the number 5 labeled on it.	みしょく された りゅうたい。 びん の うえ に すうじ 5 が らべる されている。	examine	item	Unknown fluid 5
Some old notes.	いくつかの ふるい めも。	examine	item	Old notes
A copy of an ancient letter.	こだい の てがみ の こぴー。	examine	item	Ancient letter
I wonder how Wyrms have bones...	ワイルムたち が ほね を どう もっている のか とおもう...	examine	item	Wyrm bones
The bones of a ferocious Drake.	とうあく な ドレーク の ほね。	examine	item	Drake bones
The bones of a hydra.	ハイドラ の ほね。	examine	item	Hydra bones
Mmm half a dragonfruit pie.	むむむ はんぶんの りゅうくだもの パイ。	examine	item	Half a dragonfruit pie
Mmm dragonfruit pie.	むむむ りゅうくだもの パイ。	examine	item	Dragonfruit pie
A blessing scroll from distant lands.	とうい くに から の しゅくふく すくろーる。	examine	item	Rada's blessing
A finely balanced and powerful throwing knife.	みごと に つりあう そして つよい なげ ほうちょう。	examine	item	Dragon knife
Apparently Cormorants like to eat this stuff...	たぶん ウ のような とり たち は このもの を たべるのが すき...	examine	item	Fish chunks
Alry might be interested in trading for this.	アルリー は この ために とり ひき に きょうみ を もつ かもしれない。	examine	item	Molch pearl
A large Bluegill.	おおきな あおきん。	examine	item	Bluegill
The most common of the tench.	もっとも ふつう の こい。	examine	item	Common tench
A very spotty eel.	ひじょうに ほし だらけ の うなぎ。	examine	item	Mottled eel
A descendant of the salamander family.	さんしょううお ぞくの そんけい。	examine	item	Greater siren
There's something fishy about this...	これについて さかなくさい なにか がある...	examine	item	Fish sack
The henchest tench.	もっとも つよい こい。	examine	item	Golden tench
A decorative heavy barbarian Fishing rod.	そうしょくてき な おもい ばるばりあん りょうよう さお。	examine	item	Pearl barbarian rod
Useful for catching salmon or trout while looking a little bit fancy.	しゃけ ないし ますを つかまえるのに べんり で, すこし しゃれた みため。	examine	item	Pearl fly fishing rod
Useful for catching sardine or herring while looking a little bit fancy.	いわし ないし にしん を つかまえるのに べんり で, すこし しゃれた みため。	examine	item	Pearl fishing rod
A celastrus tree seed has been sown in this plant pot.	セラストラス のき の たね が このしょくぶつ なべ に まかれた。	examine	item	Celastrus seedling
A redwood tree seed has been sown in this plant pot.	あかきい のき の たね が このしょくぶつ なべ に まかれた。	examine	item	Redwood seedling
A celastrus tree seed has been sown and watered in this plant pot.	セラストラス のき の たね が このしょくぶつ なべ に まかれて みず を あたえられた。	examine	item	Celastrus seedling (w)
A redwood tree seed has been sown and watered in this plant pot.	あかきい のき の たね が このしょくぶつ なべ に まかれて みず を あたえられた。	examine	item	Redwood seedling (w)
This sapling is ready to be replanted in a Celastrus patch.	このようぎ は セラストラス のかそく に さいうえ する じゅんび が できている。	examine	item	Celastrus sapling
This sapling is ready to be replanted in a Redwood patch.	このようぎ は あかきい のかそく に さいうえ する じゅんび が できている。	examine	item	Redwood sapling
A Dragonfruit tree seed has been sown in this plant pot.	りゅうくだもの のき の たね が このしょくぶつ なべ に まかれた。	examine	item	Dragonfruit seedling
A Dragonfruit tree seed has been sown and watered in this plant pot.	りゅうくだもの のき の たね が このしょくぶつ なべ に まかれて みず を あたえられた。	examine	item	Dragonfruit seedling (w)
For growing a Celastrus tree.	セラストラス のき を そだてるため。	examine	item	Celastrus seed
A Potato cactus seed - plant in a cactus patch.	ジャガイモ さぼてん たね - さぼてん のかそく に うえる。	examine	item	Potato cactus seed
An unusual seed, likely dangerous when planted.	ふつうでない たね で，うえた ときに あぶない かもしれない。	examine	item	Hespori seed
A snape grass seed - plant in an allotment.	スネープ くさ たね - ほくちゅうばたけ に うえる。	examine	item	Snape grass seed
Plant this in an anima farming patch.	あにま のうぎょう のかそく に これ を うえる。	examine	item	Attas seed
A white lily seed - plant in a flower patch.	しろい ゆり たね - はなばたけ に うえる。	examine	item	White lily seed
A large ripe dragonfruit.	おおきな あきれかえした りゅうくだもの。	examine	item	Dragonfruit
A fully bloomed White lily.	みごと に さいた しろい ゆり。	examine	item	White lily
A length of celastrus wood, ready for fletching.	セラストラス のき の なが さ，はねつけ する じゅんび ができた。	examine	item	Celastrus bark
A teleport to the Kebos Battlefront.	ケボス たたかいまえ へ の たいそう。	examine	item	Battlefront teleport
A pair of heat resistant boots charged with the claw of the ferocious Drake.	とうあく な ドレーク の つめ で じゅうでん された ねつたい せい ぶーつ。	examine	item	Boots of brimstone
A pair of Devout Boots.	ちゅうけい ぶーつ の ペアー。	examine	item	Devout boots
The claw of a ferocious drake. They could be combined with the boots of stone.	とうあく な ドレーク の つめ。 かれら は いし の ぶーつ と あわせることが できる。	examine	item	Drake's claw
The tooth of a ferocious drake. They could be combined with holy sandals.	とうあく な ドレーク の は。 かれら は きせい な サンダル と あわせることが できる。	examine	item	Drake's tooth
The item to make into a hasta.	はすた に つくるための あいてむ。	examine	item	Broken dragon hasta
The claw of a ferocious hydra.	とうあく な ハイドラ の つめ。	examine	item	Hydra's claw
The heart of a hydra, looks like it can be combined with an eye and a fang.	ハイドラ の こころ。 め と きば と あわせることが できるみたい。	examine	item	Hydra's heart
The fang of a hydra, looks like it can be combined with a heart and an eye.	ハイドラ の きば。 こころ と め と あわせることが できるみたい。	examine	item	Hydra's fang
It's the... eye of the Hydra! It looks like it can be combined with a heart and a fang.	それは... ハイドラ の め！ こころ と きば と あわせることが できるみたい。	examine	item	Hydra's eye
A well balanced ring that aids in piercing magic defence.	まほう ぼうぎょ を つらぬくのを たすける うまく つりあった ゆびわ。	examine	item	Brimstone ring
A lance that is exceptionally good at killing dragons and their ilk.	ドラゴン と それらの なかま を ころすのに きわめて よい やり。	examine	item	Dragon hunter lance
A pair of very very nice gloves.	とても とても よい てぶくろ の ペアー。	examine	item	Ferocious gloves
Hide from a ferocious Hydra. It looks pretty tough.	とうあく な ハイドラ から の かわ。 ひじょうに かたそう にみえる。	examine	item	Hydra leather
A necklace made out of dragon bones, hydra tail and a bonecrusher.	ドラゴン ほね、ハイドラ おしり、ほね つぶし から つくられた ねっくれす。	examine	item	Bonecrusher necklace
Tail of a hydra, can be attached to a bonecrusher.	ハイドラ の おしり。 ほね つぶし に つけることが できる。	examine	item	Hydra tail
Record of Construction by Overseer Elac.	りーだ エラク による せっせん の きろく。	examine	item	Stone tablet
Contains a selection of random seeds.	ランダム な たね の えらぶ を ふくむ。	examine	item	Seed pack
It's a bucket that can hold a lot of compost at once.	それは いちど に おおくの こむぽすと を もつ ことが できるバケツ だ。	examine	item	Bottomless compost bucket
It's a bucket that can hold a lot of compost at once. It has some compost inside!	それは いちど に おおくの こむぽすと を もつ ことが できるバケツ だ。 なか に いくつか こむぽすと がある！	examine	item	Bottomless compost bucket
Several dragonfruit were squeezed into this vial.	いくつかの りゅうくだもの が この びん に しぼられた。	examine	item	Bottled dragonbreath (unpowered)
Several dragonfruit were squeezed into this vial and it has been powered by the fires of Mount Karuulm.	いくつかの りゅうくだもの が この びん に しぼられて，カルールム さん の ひ で ちからづけられた。	examine	item	Bottled dragonbreath
It's addressed to someone called Rose.	それは ローズ という ひと に あてられている。	examine	item	Tatty note
Volume 1 of the Gielinor's Flora series.	ギエリーノール の フローラ しりーず の ぐくみ 1。	examine	item	Gielinor's flora - flowers
Volume 2 of the Gielinor's Flora series.	ギエリーノール の フローラ しりーず の ぐくみ 2。	examine	item	Gielinor's flora - bushes
Volume 3 of the Gielinor's Flora series.	ギエリーノール の フローラ しりーず の ぐくみ 3。	examine	item	Gielinor's flora - hops
Volume 4 of the Gielinor's Flora series.	ギエリーノール の フローラ しりーず の ぐくみ 4。	examine	item	Gielinor's flora - allotments
Volume 5 of the Gielinor's Flora series.	ギエリーノール の フローラ しりーず の ぐくみ 5。	examine	item	Gielinor's flora - herbs
Volume 6 of the Gielinor's Flora series.	ギエリーノール の フローラ しりーず の ぐくみ 6。	examine	item	Gielinor's flora - trees
Volume 7 of the Gielinor's Flora series.	ギエリーノール の フローラ しりーず の ぐくみ 7。	examine	item	Gielinor's flora - fruit
Some old notes found within Mount Karuulm. They're written in a strange text.	カルールム さん のなか に みつかった いくつかの ふるい めも。 かれら は へんな ぶんしょ で かかれている。	examine	item	Old notes
A pair of heat resistant boots with rocky soles.	がん ぞこ の あるねつたい せい ぶーつ の ペアー。	examine	item	Boots of stone
A dusky magical hat.	やみがり な まほうてき な ぼうし。	examine	item	Mystic hat (dusk)
The upper half of a dusky magical robe.	やみがり な まほうてき な ろーぶ の うえ のはんぶん。	examine	item	Mystic robe top (dusk)
The lower half of a dusky magical robe.	やみがり な まほうてき な ろーぶ の した のはんぶん。	examine	item	Mystic robe bottom (dusk)
Dusky magical gloves.	やみがり な まほうてき な てぶくろ。	examine	item	Mystic gloves (dusk)
Dusky magical boots.	やみがり な まほうてき な ぶーつ。	examine	item	Mystic boots (dusk)
Looks unstable.	ふあんてい に みえる。	examine	item	Jar of chemicals
A scroll that Veos gave to me. It should lead me to some treasure.	ベオス が わたし に くれた すくろーる。 わたし を たから に ひきもどす べき だ。	examine	item	Treasure scroll
A scroll that I found while hunting treasure for Veos.	ベオス の ため に たから を かりながら みつけた すくろーる。	examine	item	Treasure scroll
An orb that I found while hunting treasure for Veos.	ベオス の ため に たから を かりながら みつけた たま。	examine	item	Mysterious orb
An ancient casket. This must be what Veos is looking for.	こだい の はこ。 これは ベオス が さがしている ものに ちがいない。	examine	item	Ancient casket
Mounted head of the Alchemical Hydra	ケミカル ハイドラ の とりつけられた あたま	examine	item	Alchemical hydra head
Good for rubbing.	こすりやすい。	examine	item	Antique lamp
Unlocks Konar's chest found atop Mount Karuulm.	カルールム さん の いただき で みつかった コナール の はこ を あける。	examine	item	Brimstone key
Some ornate armoured gloves.	そうしょくてき な よろわれた てぶくろ。	examine	item	Ornate gloves
Some ornate armoured boots.	そうしょくてき な よろわれた ぶーつ。	examine	item	Ornate boots
A pair of ornate armoured legs.	そうしょくてき な よろわれた あし。	examine	item	Ornate legs
An ornate armoured top.	そうしょくてき な よろわれた うえぎ。	examine	item	Ornate top
An ornate armoured cape.	そうしょくてき な よろわれた マント。	examine	item	Ornate cape
An ornate helm, first discovered by the Crack the Clue Community.	そうしょくてき な かぶと。 クラック・ザ・クルー コミュニティー によって さいしょに はっけん された。	examine	item	Ornate helm
Totally jammin' with jam in.	ぜんぶ じゃむ で わくわく。	examine	item	Birthday cake
A set containing light mystic hat, robe top and bottom, gloves and boots.	あかるい くっきん ぼうし、ろーぶ うえぎ、したぎ、てぶくろ、ぶーつ。 を ふくむ せっと。	examine	item	Mystic set (light)
A set containing blue mystic hat, robe top and bottom, gloves and boots.	あおい くっきん ぼうし、ろーぶ うえぎ、したぎ、てぶくろ、ぶーつ。 を ふくむ せっと。	examine	item	Mystic set (blue)
A set containing dark mystic hat, robe top and bottom, gloves and boots.	くろい くっきん ぼうし、ろーぶ うえぎ、したぎ、てぶくろ、ぶーつ。 を ふくむ せっと。	examine	item	Mystic set (dark)
A set containing dusk mystic hat, robe top and bottom, gloves and boots.	やみがり な くっきん ぼうし、ろーぶ うえぎ、したぎ、てぶくろ、ぶーつ。 を ふくむ せっと。	examine	item	Mystic set (dusk)
Useful for fishing in lava while looking a little bit fancy.	ようがん で さかな を つるのに べんり で, すこし しゃれた みため。	examine	item	Oily pearl fishing rod
A set containing a gilded dragonhide body, chaps and vambraces.	きんぱい された ドラゴン かわ からだ、ズボン、わんぶれーす。 を ふくむ せっと。	examine	item	Gilded dragonhide set
Oh great, it's a casket that's come to life.	あ すばらしい。 それは い だ はこ だ。	examine	item	Mimic
Makes you look like something really old, for those moments when you want that.	あなた を ほんとうに ふるい ものみたい に みせる。 あなた が そう したい ときに。	examine	item	Ring of 3rd age
Guthix blessed wooden shield covered in dragon leather.	ドラゴン かわ で おおわれた ガスティクス がしゅくふく した もくせい たて。	examine	item	Guthix d'hide shield
Saradomin blessed wooden shield covered in dragon leather.	ドラゴン かわ で おおわれた サラドミン がしゅくふく した もくせい たて。	examine	item	Saradomin d'hide shield
Zamorak blessed wooden shield covered in dragon leather.	ドラゴン かわ で おおわれた ザモラク がしゅくふく した もくせい たて。	examine	item	Zamorak d'hide shield
Ancient blessed wooden shield covered in dragon leather.	ドラゴン かわ で おおわれた いにしえ がしゅくふく した もくせい たて。	examine	item	Ancient d'hide shield
Armadyl blessed wooden shield covered in dragon leather.	ドラゴン かわ で おおわれた アルマディル がしゅくふク した もくせい たて。	examine	item	Armadyl d'hide shield
Bandos blessed wooden shield covered in dragon leather.	ドラゴン かわ で おおわれた バンドス がしゅくふク した もくせい たて。	examine	item	Bandos d'hide shield
A pair of aggressive Sai.	しんこく な さい の ペアー。	examine	item	Dual sai
Provides excellent protection with a heraldic design.	ごくれいてき な ほご を ていきょう する。 かじられた さられた そうしょく で。	examine	item	Rune platebody (h1)
A good place to store your stolen goods.	あなたの ぬすまれた せいひん を しまう のに よいばしょ。	examine	item	Thieving bag
Use on the rune defender to trim it with gold.	るーん ぼうぎょしゃ に つかう。 きん で かざる。	examine	item	Rune defender ornament kit
Use on the TzHaar-ket-om to trim and spike it.	ツハール・けっと・おむ に つかう。 かざる そしてとげを つけ る。	examine	item	Tzhaar-ket-om ornament kit
A maul of obsidian with trim and spikes.	かざり と とげ を つけた おぶしでぃあん の つぼね。	examine	item	Tzhaar-ket-om (t)
Use on the Berserker necklace to make it look fancier!	バーサーカー ねっくれす に つかう。 もっと しゃれに する！	examine	item	Berserker necklace ornament kit
Makes obsidian weapons even stronger and has a nice glow to boot!	おぶしでぃあん ぶき を さらに つよくし，ていい な ひかり も ある！	examine	item	Berserker necklace (or)
I hope this was easy loot.	これが やさしい りくに だっただろう と のぞむ。	examine	item	Reward casket (beginner)
A kilt worn by the mightiest of Fremennik warriors.	もっとも つよい フレムニック せんし が きていた スカート。	examine	item	Fremennik kilt
Lightweight legwear ideal for rangers.	こうしゅてき な ひとむけ の かるい ズボン。	examine	item	Rangers' tights
Worn on head. Warning: Smelly.	あたま に かぶられた。 けいこく：ぎょぎょくさい。	examine	item	Giant boot
This is top secret comrade...	これは とっぷ シークレット， ですけど...	examine	item	Uri's hat
Made with 100% golden dragonhide.	100% の きんいろ の ドラゴン かわ で つくられた。	examine	item	Gilded coif
Used for mining and very stylish.	さいこう のために つかわれて，ひじょうに しゃれた。	examine	item	Gilded pickaxe
Oh, I'm a gold digger?	あ，わたし は きん の ほりて？	examine	item	Gilded spade
Cute mole slippers.	かわいい もぐら スリッパ。	examine	item	Mole slippers
Cute frog slippers.	かわいい カエル スリッパ。	examine	item	Frog slippers
Vicious bear slippers.	あくらつな くま スリッパ。	examine	item	Bear feet
Vicious demon slippers.	あくらつな あくま スリッパ。	examine	item	Demon feet
A jester cape.	ピエロ マント。	examine	item	Jester cape
Polly want a cracker?	ポーリー はん あられ が ほしい か？	examine	item	Shoulder parrot
An enchanted emerald amulet of protection that looks good.	よく みえる ひきつけられた エメラルド ほご の おまもり。	examine	item	Amulet of defence (t)
A hat worn by a sandwich lady.	サンドウィッチ れいてき な レディ が かぶっていた ぼうし。	examine	item	Sandwich lady hat
A top worn by a sandwich lady.	サンドウィッチ れいてき な レディ が きていた うえぎ。	examine	item	Sandwich lady top
Bottoms worn by a sandwich lady.	サンドウィッチ れいてき な レディ が きていた ボトムス。	examine	item	Sandwich lady bottom
Use on a rune scimitar to make it look fancier!	るーん しゃもじ に つかう。 もっと しゃれに する！	examine	item	Rune scimitar ornament kit (guthix)
A fabulously ancient woven robe top as worn by the druids of old.	ふるい ドルイド が きていた ほめられた ふるい おられた ろーぶ うえぎ。	examine	item	3rd age druidic robe top
A fabulously ancient woven robe as worn by the druids of old.	ふるい ドルイド が きていた ほめられた ふるい おられた ろーぶ。	examine	item	3rd age druidic robe bottoms
A fabulously ancient gnarled staff as used by the druids of old.	ふるい ドルイド によって つかわれた ほめられた ふるい ねじまがった すたっふ。	examine	item	3rd age druidic staff
A fabulously ancient vine cloak as worn by the druids of old.	ふるい ドルイド が きていた ほめられた ふるい ぶどう かぎ。	examine	item	3rd age druidic cloak
Use on a tormented bracelet to make it look fancier!	なやんだ ブレスレット に つかう。 もっと しゃれに する！	examine	item	Tormented ornament kit
Lets the person behind you know that you mean business.	あなた の うしろ の ひと に あなた が まじめ だ ことを しらせる。	examine	item	Cape of skulls
An enchanted diamond amulet that looks good.	よく みえる ひきつけられた ダイヤモンド おまもり。	examine	item	Amulet of power (t)
Short but effective and very colourful.	みじかい が こうりょくてき で，ひじょうに とりどり。	examine	item	Rain bow
A delicious joint of ham.	あじわい の ぶたにく の きり。	examine	item	Ham joint
A staff styled after the elusive cat.	そぼくな ねこ に ならった すたっふ。	examine	item	Staff of bob the cat
Black plate body with a heraldic design.	ごくれいてき な さされた そうしょく で の くろい てつ どう。	examine	item	Black platebody (h1)
Better than no armour! Nice trim too!	よろい が ない より いい！ またよい ふち！	examine	item	Leather body (g)
Teleports you to Watson's house in Great Kourend.	あなた を グレート コーレンド の ワトソン の いえ に たいそう する。	examine	item	Watson teleport
Some very spikey metal bands, better make sure I don't cut myself while walking.	ひじょうに とげとげ した きんぞく バンド。 あるくあいだ じぶん を きった しない か ちゅういぶかく する ほうが よい。	examine	item	Spiked manacles
Adamant platebody with a heraldic design.	ごくれいてき な さされた そうしょく で の あだまんと どう。	examine	item	Adamant platebody (h1)
Howwwallll!	ほうううぎゃおおおぉぉぉ！	examine	item	Wolf mask
A very warm wolf cloak.	ひじょうに あたたかい おおかみ かぎ。	examine	item	Wolf cloak
Boots made for climbing. Nice trim!	のぼる ため に つくられた ぶーつ。 いい ふち！	examine	item	Climbing boots (g)
STASH units (beginner)	かくしばしょ（にゅうもん）	examine	item	Stash units (beginner)
That's one ginormous Easter egg.	それは ひとつの あほうような いーすたー たまご だ。	examine	item	Giant easter egg
Hippity, hoppity, the Bunnyman is on his way.	ひょんと き，ひょんと き，バニーマン は そっちへ むかっている。	examine	item	Bunnyman mask
Opens Larran's chests in the Wilderness.	あぶれーす の ラーラン の はこ を あける。	examine	item	Larran's key
Good thing there's no such thing as Sarachnophobia.	ほうほう いい こと は あらくも きょうはくしょう など というもの は ない ことだ。	examine	item	Sraracha
An old coin from a ruined temple. It feels ominous to the touch.	こわれた じんじゃ からの ふるい こいん。 さわると あくい を かんじる。	examine	item	Temple coin
